        UB            Time(s)
exec #1
       622                 0.0
exec #2
       622                 0.0
exec #3
       622                 0.0
exec #4
       622                 0.0
exec #5
       622                 0.0
exec #6
       622                 0.0
exec #7
       622                 0.0
exec #8
       622                 0.0
exec #9
       622                 0.0
exec #10
       622                 0.0

solutions/BRKGA/R05_10_04_10             622             622             622             622             622             622             622             622             622             622       36005.956
